Asset ID,Asset No.,Date,Time(CDT),Speed(MPH),Heading,Log Reason,Distance Traveled(Miles),Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),Status Mask,Fuel Counter(Gallon),Location
96,1633,2017-04-04,1491327088,3.5,153.39,Motion Start,0,38.9550648,-92.3539607,,,6709.38,,26,9247,0.00,Street - Grissum
113,1944,2017-04-04,1491327089,0,324.02,Motion Stop,0,38.9327633,-92.3704247,,,111273.05,,-5,1090591,"57,278.05",Solid Waste - Grissum
20,1663,2017-04-04,1491327091,8.7,181.17,Motion Start,0,38.9630645,-92.3340232,,,76405.38,1663,0,9247,0.00,Transit
167,1960,2017-04-04,1491327092,8.6,91.92,Motion Start,0,38.963996,-92.3255367,,,34540.81,,27,9247,0.00,Solid Waste - Grissum
138,1923,2017-04-04,1491327092,0,221.02,Motion Stop,0,38.9467988,-92.3590566,,,14774.2,,-1,9247,0.00,Solid Waste - Grissum
195,1607,2017-04-04,1491327092,10.3,8.54,Standard,0,38.9660794,-92.3192127,Grissum Complex,,5981.92,,-2,8223,0.00,Transit
155,1899,2017-04-04,1491327093,0,253.67,Power Off,0,38.9668772,-92.3190539,Grissum Complex,,3743.99,,0,31,0.00,Solid Waste - Grissum
216,464,2017-04-04,1491327093,0,122.32,Motion Stop,0,39.0060958,-92.3249562,,,1486.65,,-11,9247,0.00,Electric Distribution
10,1893,2017-04-04,1491327095,14.5,181.31,Standard,0,38.9135644,-92.3039556,,,86983.69,1893,0,8223,0.00,Transit
63,1314,2017-04-04,1491327096,37.2,13.82,Standard,0,38.9284105,-92.3638059,,,60663.5,,-2,8223,0.00,Transit
195,1607,2017-04-04,1491327096,0,8.11,Motion Stop,0,38.9661494,-92.3191946,Grissum Complex,,5981.93,,-10,9247,0.00,Transit
2,1888,2017-04-04,1491327097,7.6,162.78,Standard,0,38.9374482,-92.3162312,,,49018.71,1888,5,8223,0.00,Transit
113,1944,2017-04-04,1491327098,5.2,323.27,Motion Start,0,38.9327866,-92.3704437,,,111273.05,,11,1090591,"57,278.05",Solid Waste - Grissum
3,1897,2017-04-04,1491327098,25.6,187.93,Standard,0,38.935274,-92.3996179,,,6673.24,1897,0,8223,0.00,Transit
10,1893,2017-04-04,1491327099,0,180.46,Motion Stop,0,38.9134879,-92.3039481,,,86983.69,1893,0,9247,0.00,Transit
164,1958,2017-04-04,1491327100,11,101.50,Standard,0,38.9574852,-92.334772,,,19701.58,,-10,8223,0.00,Solid Waste - Grissum
4,1892,2017-04-04,1491327100,0,278.55,Motion Stop,0,38.9445534,-92.3308085,,,110415.2,1892,0,9247,0.00,Transit
133,1654,2017-04-04,1491327100,7.8,184.97,Motion Start,0,38.9453132,-92.375858,,,22.75,,24,9247,0.00,Solid Waste - Grissum
21,1302,2017-04-04,1491327101,8,166.79,Motion Start,0,38.9101329,-92.3262333,,,2272.82,1302,0,9247,0.00,Transit
35,1297,2017-04-04,1491327101,19.5,269.50,Standard,0,38.9721703,-92.3406735,,,68190.07,1297,0,8223,0.00,Transit
138,1923,2017-04-04,1491327101,10,40.42,Motion Start,0,38.9468478,-92.358993,,,14774.2,,35,9247,0.00,Solid Waste - Grissum
4,1892,2017-04-04,1491327102,7.7,287.87,Motion Start,0,38.9445642,-92.3308661,,,110415.21,1892,0,9247,0.00,Transit
164,1958,2017-04-04,1491327105,0,97.84,Motion Stop,0,38.9574684,-92.3346638,,,19701.59,,-1,9247,0.00,Solid Waste - Grissum
209,259,2017-04-04,1491327105,9.2,94.83,Motion Start,0,38.9006637,-92.3478931,,,290.11,,33,9247,0.00,Water Distribution
23,1851,2017-04-04,1491327105,17.1,190.80,Standard,0,38.9382731,-92.3342505,,,30418.69,1851,0,8223,0.00,Transit
19,1306,2017-04-04,1491327106,11.8,98.76,Standard,0,38.9424568,-92.330585,,,107189.22,1306,0,8223,0.00,Transit
241,210,2017-04-04,1491327107,33.7,275.22,Standard,0,38.9651144,-92.337667,,,1139.72,,-6,8223,0.00,Electric Distribution
3,1897,2017-04-04,1491327108,0,183.15,Motion Stop,0,38.9347437,-92.3996663,,,6673.27,1897,0,9247,0.00,Transit
35,1297,2017-04-04,1491327109,0,272.56,Motion Stop,0,38.9721693,-92.3411045,,,68190.09,1297,0,9247,0.00,Transit
132,1651,2017-04-04,1491327111,5.7,197.95,Motion Start,0,38.9314245,-92.3969317,,,13617.5,,28,9247,0.00,Solid Waste - Grissum
23,1851,2017-04-04,1491327111,0,189.93,Motion Stop,0,38.9380863,-92.3342933,,,30418.71,1851,0,9247,0.00,Transit
35,1297,2017-04-04,1491327111,6.7,289.45,Motion Start,0,38.9721815,-92.3411595,,,68190.09,1297,0,9247,0.00,Transit
96,1633,2017-04-04,1491327112,6.4,96.15,Standard,0,38.9545116,-92.353886,,,6709.42,,-7,8223,0.00,Street - Grissum
167,1960,2017-04-04,1491327113,24.9,85.04,Standard,0.1,38.9639811,-92.3228606,,,34540.96,,-4,8223,0.00,Solid Waste - Grissum
2,1888,2017-04-04,1491327113,0,174.23,Motion Stop,0,38.9369266,-92.3164846,,,49018.75,1888,-10,9247,0.00,Transit
63,1314,2017-04-04,1491327114,20.8,26.74,Standard,0.1,38.9301327,-92.3628572,,,60663.63,,6,8223,0.00,Transit
19,1306,2017-04-04,1491327115,0,94.31,Motion Stop,0,38.9424036,-92.3301516,,,107189.24,1306,0,9247,0.00,Transit
241,210,2017-04-04,1491327116,0,278.76,Motion Stop,0,38.965176,-92.3382888,,,1139.75,,-10,9247,0.00,Electric Distribution
161,1815,2017-04-04,1491327116,3.6,330.71,Standard,0,38.9153821,-92.374195,,,7508.44,,-15,8223,0.00,Solid Waste - Grissum
19,1306,2017-04-04,1491327118,7.9,96.89,Motion Start,0,38.9423989,-92.3300669,,,107189.25,1306,0,9247,0.00,Transit
161,1815,2017-04-04,1491327118,0,330.71,Motion Stop,0,38.9153883,-92.374199,,,7508.44,,-13,9247,0.00,Solid Waste - Grissum
20,1663,2017-04-04,1491327119,30.5,183.73,Standard,0.2,38.9602815,-92.3341986,,,76405.58,1663,0,8223,0.00,Transit
167,1960,2017-04-04,1491327120,0,90.16,Motion Stop,0.2,38.9639942,-92.3224984,,,34540.97,,-8,9247,0.00,Solid Waste - Grissum
3,1897,2017-04-04,1491327120,8.8,182.62,Motion Start,0,38.9346958,-92.3996684,,,6673.27,1897,0,9247,0.00,Transit
164,1958,2017-04-04,1491327120,8.1,99.80,Motion Start,0,38.9574706,-92.3345991,,,19701.59,,22,9247,0.00,Solid Waste - Grissum
4,1892,2017-04-04,1491327120,14.7,359.57,Standard,0.1,38.9456119,-92.3309267,,,110415.28,1892,0,8223,0.00,Transit
131,1652,2017-04-04,1491327126,11.1,277.32,Standard,0,38.9314166,-92.3857741,,,15213.36,,8,8223,0.00,Solid Waste - Grissum
209,259,2017-04-04,1491327127,20.2,96.26,Standard,0.1,38.9004507,-92.3454007,,,290.24,,-9,8223,0.00,Water Distribution
167,1960,2017-04-04,1491327127,7,63.58,Motion Start,0.2,38.964011,-92.3224346,,,34540.98,,26,9247,0.00,Solid Waste - Grissum
35,1297,2017-04-04,1491327129,13.6,0.56,Standard,0.1,38.9730281,-92.3412287,,,68190.15,1297,0,8223,0.00,Transit
161,1815,2017-04-04,1491327130,6.8,324.67,Motion Start,0,38.9154218,-92.3742259,,,7508.44,,15,9247,0.00,Solid Waste - Grissum
162,1839,2017-04-04,1491327131,8.5,284.14,Standard,0,38.9420737,-92.3542185,,,10565.88,,10,8223,0.00,Solid Waste - Grissum
138,1923,2017-04-04,1491327131,9.5,359.27,Standard,0,38.9473372,-92.3588089,,,14774.24,,13,8223,0.00,Solid Waste - Grissum
209,259,2017-04-04,1491327132,0,94.71,Motion Stop,0.1,38.90043,-92.3451579,,,290.25,,-24,9247,0.00,Water Distribution
96,1633,2017-04-04,1491327132,0,95.02,Motion Stop,0.1,38.9543815,-92.3529808,,,6709.47,,-13,9247,0.00,Street - Grissum
131,1652,2017-04-04,1491327133,0,301.57,Motion Stop,0,38.9315052,-92.3860482,,,15213.37,,-15,9247,0.00,Solid Waste - Grissum
209,259,2017-04-04,1491327134,8.1,95.38,Motion Start,0.1,38.900425,-92.3450987,Gentry,,290.25,,12,9247,0.00,Water Distribution
113,1944,2017-04-04,1491327134,10.2,316.28,Standard,0,38.9332228,-92.3708742,,,111273.09,,3,1089567,"57,278.05",Solid Waste - Grissum
63,1314,2017-04-04,1491327136,30.7,26.83,Standard,0.3,38.9327791,-92.3611684,,,60663.83,,-10,8223,0.00,Transit
20,1663,2017-04-04,1491327137,20.7,180.64,Standard,0.3,38.9582146,-92.3342572,,,76405.71,1663,0,8223,0.00,Transit
96,1633,2017-04-04,1491327137,4.9,94.06,Motion Start,0.1,38.9543766,-92.3529483,,,6709.47,,15,9247,0.00,Street - Grissum
113,1944,2017-04-04,1491327137,0,341.32,Motion Stop,0,38.9333086,-92.3709172,,,111273.09,,-12,1090591,"57,278.05",Solid Waste - Grissum
47,1319,2017-04-04,1491327138,6.1,332.67,Motion Start,0,38.9684376,-92.2810498,,,94129.07,,0,9247,0.00,Transit
28,1301,2017-04-04,1491327138,10.2,183.38,Motion Start,0,38.9507762,-92.3170742,,,3106.51,1301,0,9247,0.00,Transit
138,1923,2017-04-04,1491327138,0,63.67,Motion Stop,0,38.9475297,-92.358792,,,14774.24,,-9,9247,0.00,Solid Waste - Grissum
4,1892,2017-04-04,1491327138,16.6,272.40,Standard,0.1,38.9459514,-92.3315752,,,110415.34,1892,0,8223,0.00,Transit
11,1891,2017-04-04,1491327139,7.2,185.89,Motion Start,0,38.9352597,-92.3268749,,,39200.8,1891,0,9247,0.00,Transit
131,1652,2017-04-04,1491327139,7.5,309.09,Motion Start,0,38.9315495,-92.3861247,,,15213.38,,10,9247,0.00,Solid Waste - Grissum
238,444,2017-04-04,1491327139,0,0.00,Power Off,0,38.9657333,-92.320237,Grissum Complex,,755.01,,0,31,0.00,Electric Distribution
122,1636,2017-04-04,1491327139,12,184.95,Standard,0,38.9652487,-92.3191318,Grissum Complex,,10522.89,,5,8223,0.00,Street - Grissum
19,1306,2017-04-04,1491327140,6.2,89.77,Standard,0.1,38.9422259,-92.3287051,,,107189.32,1306,0,8223,0.00,Transit
35,1297,2017-04-04,1491327140,0,358.75,Motion Stop,0.1,38.9733773,-92.3412294,,,68190.18,1297,0,9247,0.00,Transit
20,1663,2017-04-04,1491327143,0,181.92,Motion Stop,0.3,38.9580308,-92.3342591,,,76405.73,1663,0,9247,0.00,Transit
162,1839,2017-04-04,1491327143,0,281.88,Motion Stop,0,38.9420694,-92.3548952,,,10565.91,,-15,9247,0.00,Solid Waste - Grissum
19,1306,2017-04-04,1491327143,0,90.73,Motion Stop,0.1,38.9422234,-92.3286569,,,107189.32,1306,0,9247,0.00,Transit
113,1944,2017-04-04,1491327144,3.5,330.06,Motion Start,0,38.9333225,-92.3709301,,,111273.1,,4,1090591,"57,278.05",Solid Waste - Grissum
19,1306,2017-04-04,1491327145,9,81.51,Motion Start,0.1,38.942228,-92.3285796,,,107189.33,1306,0,9247,0.00,Transit
122,1636,2017-04-04,1491327145,0,166.30,Motion Stop,0,38.9650863,-92.3191203,Grissum Complex,,10522.9,,-14,9247,0.00,Street - Grissum
138,1923,2017-04-04,1491327146,3.2,5.47,Motion Start,0.1,38.9475667,-92.3587864,,,14774.25,,16,9247,0.00,Solid Waste - Grissum
4,1892,2017-04-04,1491327146,0,278.56,Motion Stop,0.2,38.9459788,-92.3319252,,,110415.36,1892,0,9247,0.00,Transit
153,1228,2017-04-04,1491327147,4.5,14.12,Motion Start,0,38.9323684,-92.3265188,,,17581.52,,16,9247,0.00,Solid Waste - Grissum
122,1636,2017-04-04,1491327148,14,107.85,Motion Start,0,38.9650243,-92.3189985,,,10522.91,,14,9247,0.00,Street - Grissum
