Asset ID,Asset No.,Date,Time(CDT),Speed(MPH),Heading,Log Reason,Distance Traveled(Miles),Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),Status Mask,Fuel Counter(Gallon),Location
139,1932,2017-03-23,1490295559,0,277.11,Standard,0,38.8968657,-92.346407,,,17634.47,,0,8223,0.00,Street - Grissum
101,1547,2017-03-23,1490295559,0,68.74,Standard,0,38.9125565,-92.4000825,,,15727.55,,0,8223,0.00,Street - Grissum
120,1943,2017-03-23,1490295559,0,118.90,Motion Stop,0,38.9740958,-92.2655569,,,114608.8,,-13,42015,"56,429.92",Solid Waste - Grissum
77,1243,2017-03-23,1490295559,0,272.62,Standard,0,38.8986792,-92.3532788,,,53349.31,,0,8429598,"13,632.86",Street - Grissum
81,1617,2017-03-23,1490295560,0,263.39,Standard,0,38.9903518,-92.3041452,,,18419.8,,7,8429599,"4,855.35",Street - Grissum
23,1851,2017-03-23,1490295560,3.4,281.42,Standard,0,38.933841,-92.3391892,,,30014.2,1851,0,8223,0.00,Transit
24,1809,2017-03-23,1490295560,0,295.65,Motion Stop,0,38.9483058,-92.3063757,,,107376.63,1809,0,9247,0.00,Transit
120,1943,2017-03-23,1490295561,3.7,269.00,Motion Start,0,38.9740949,-92.2655692,,,114608.8,,6,42015,"56,429.92",Solid Waste - Grissum
126,1957,2017-03-23,1490295561,0,260.07,Motion Stop,0,38.932494,-92.2933805,,,38239.29,,-8,9247,0.00,Solid Waste - Grissum
108,1441,2017-03-23,1490295562,8.9,180.31,Motion Start,0,38.9724588,-92.3543774,,,9129.05,,15,9247,0.00,Street - Grissum
81,1617,2017-03-23,1490295562,3.9,263.39,Motion Start,0,38.9903518,-92.3041452,,,18419.8,,3,8430623,"4,855.35",Street - Grissum
23,1851,2017-03-23,1490295562,0,282.55,Motion Stop,0,38.9338438,-92.3391949,,,30014.2,1851,0,9247,0.00,Transit
99,1546,2017-03-23,1490295562,0,145.79,Standard,0,38.9125917,-92.4000985,,,9401.35,,0,8223,0.00,Street - Grissum
53,1317,2017-03-23,1490295565,13.3,2.73,Standard,0,38.9505791,-92.3236699,,,72050.34,,0,8223,0.00,Transit
23,1851,2017-03-23,1490295565,5.4,276.32,Motion Start,0,38.9338481,-92.3392393,,,30014.2,1851,0,9247,0.00,Transit
111,1440,2017-03-23,1490295565,0,269.57,Standard,0,38.8968224,-92.3455652,,,11978.97,,0,8223,0.00,Street - Grissum
104,1551,2017-03-23,1490295566,0,276.72,Standard,0,38.8968303,-92.3463578,,,12946.38,,0,8223,0.00,Street - Grissum
27,1808,2017-03-23,1490295567,6,283.99,Standard,0,38.9425693,-92.3315628,,,95556.6,1808,0,8223,0.00,Transit
187,1697,2017-03-23,1490295567,0,20.06,Standard,0,38.9513876,-92.3938005,,,10368.07,,0,8222,0.00,Street Sweepers - Grissum
