Asset ID,Asset No.,Date,Time(CDT),Speed(MPH),Heading,Log Reason,Distance Traveled(Miles),Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),Status Mask,Fuel Counter(Gallon),Location
13,1969,2017-03-27,1490614293,0,0.00,"Cold Start, Power On",0,38.9663561,-92.3188692,Grissum Complex,,7523.73,1969,0,24607,0.00,Transit
141,1942,2017-03-27,1490614293,0,263.15,Motion Stop,0,38.9625796,-92.2933473,,,16328.96,,-11,9247,0.00,Solid Waste - Grissum
237,AUTO 8796028,2017-03-27,1490614293,54.9,328.05,Standard,0,39.0867496,-92.6412637,,,971.36,,0,8223,0.00,UNKNOWN
30,1664,2017-03-27,1490614294,13.5,271.65,Standard,0,38.9464563,-92.3198115,,,88343.97,1664,0,8223,0.00,Transit
53,1317,2017-03-27,1490614296,0,18.48,Motion Stop,0,38.9007435,-92.3495774,,,72367.44,,0,9247,0.00,Transit
157,1419,2017-03-27,1490614297,4.7,64.02,Motion Start,0,38.9466208,-92.331701,,,13288.2,,14,9247,0.00,Solid Waste - Grissum
19,1306,2017-03-27,1490614297,27.7,189.05,Standard,0,38.9137989,-92.2943761,,,106377.28,1306,0,8223,0.00,Transit
1,1665,2017-03-27,1490614300,29.7,97.39,Standard,0,38.9523392,-92.3553351,,,102451.63,1665,0,8223,0.00,Transit
53,1317,2017-03-27,1490614300,7.3,54.48,Motion Start,0,38.9007712,-92.3495359,,,72367.45,,0,9247,0.00,Transit
166,1948,2017-03-27,1490614301,9.4,171.97,Standard,0,38.9593424,-92.3527598,,,12681.31,,0,8223,0.00,Solid Waste - Grissum
18,1305,2017-03-27,1490614302,9.6,252.51,Motion Start,0,38.9483763,-92.2967078,,,110900.99,1305,0,9247,0.00,Transit
59,1965,2017-03-27,1490614303,0,93.95,Motion Stop,0,38.9680419,-92.301357,,,90280.51,,-8,1090591,"24,129.34",Transit
148,1673,2017-03-27,1490614303,4.7,93.31,Standard,0,38.9851317,-92.3052171,Oakland,,18196,,-3,8223,0.00,Solid Waste - Grissum
63,1314,2017-03-27,1490614304,55.8,221.67,Standard,0,38.9695147,-92.2922452,,,59955.84,,0,8223,0.00,Transit
46,1318,2017-03-27,1490614305,37.1,165.78,Standard,0,38.9727407,-92.3265397,,,100704.85,,0,8223,0.00,Transit
148,1673,2017-03-27,1490614307,0,296.88,Motion Stop,0,38.9851365,-92.3052008,Oakland,,18196,,1,9247,0.00,Solid Waste - Grissum
44,1938,2017-03-27,1490614308,5.5,357.67,Motion Start,0,38.9765437,-92.2970752,,,49137.64,1938,0,9247,0.00,Transit
19,1306,2017-03-27,1490614309,0,204.57,Motion Stop,0.1,38.9130336,-92.2945598,,,106377.33,1306,0,9247,0.00,Transit
148,1673,2017-03-27,1490614310,7.9,342.26,Motion Start,0,38.9851993,-92.3052513,Oakland,,18196,,10,9247,0.00,Solid Waste - Grissum
128,1878,2017-03-27,1490614310,8,7.76,Motion Start,0,38.9652084,-92.3293313,,,17971.95,,22,9247,0.00,Solid Waste - Grissum
237,AUTO 8796028,2017-03-27,1490614311,50.1,321.98,Standard,0.3,39.0897126,-92.6441893,,,971.62,,-1,8223,0.00,UNKNOWN
