Asset ID,Asset No.,Date,Time(CDT),Speed(MPH),Heading,Log Reason,Distance Traveled(Miles),Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),Status Mask,Fuel Counter(Gallon),Location
29,1303,2017-03-04,1488607252,6.8,265.42,Motion Start,0,38.9443737,-92.3288089,,,113698.61,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607269,0,279.23,Motion Stop,0.1,38.944461,-92.3296679,,,113698.66,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607279,6.2,280.58,Motion Start,0.1,38.944471,-92.3297207,,,113698.66,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607298,0,279.21,Motion Stop,0.1,38.9445695,-92.3308635,,,113698.72,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607299,6.5,292.17,Motion Start,0.1,38.9445803,-92.3308949,,,113698.72,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607317,9.9,1.81,Standard,0.2,38.9454871,-92.3309466,,,113698.79,1303,0,8223,0.00,Transit
29,1303,2017-03-04,1488607341,10.6,356.64,Standard,0.3,38.9468949,-92.3309255,,,113698.88,1303,0,8223,0.00,Transit
29,1303,2017-03-04,1488607359,6.5,2.37,Standard,0.3,38.9479247,-92.3308871,,,113698.95,1303,0,8223,0.00,Transit
29,1303,2017-03-04,1488607367,0,359.69,Motion Stop,0.4,38.9482914,-92.3308702,,,113698.98,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607369,7.2,0.44,Motion Start,0.4,38.9483317,-92.3308689,,,113698.99,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607384,0,359.05,Motion Stop,0.4,38.9489654,-92.3308521,,,113699.03,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607386,3.1,356.29,Motion Start,0.4,38.9489999,-92.3308527,,,113699.03,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607400,0,0.67,Motion Stop,0.4,38.9493681,-92.3308639,,,113699.06,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607402,3.9,19.01,Motion Start,0.4,38.949399,-92.3308547,,,113699.06,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607420,0,89.98,Motion Stop,0.5,38.9495221,-92.3299069,,,113699.11,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607423,8.9,91.60,Motion Start,0.5,38.9495274,-92.3298222,,,113699.12,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607442,0,93.67,Motion Stop,0.6,38.9494989,-92.3287941,,,113699.17,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607444,6.5,90.90,Motion Start,0.6,38.9495026,-92.328741,,,113699.17,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607467,0,92.46,Motion Stop,0.6,38.9494548,-92.3277197,,,113699.22,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607509,6,22.05,Motion Start,0.6,38.9494673,-92.3276692,,,113699.23,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607531,4.2,12.47,Standard,0.7,38.9500027,-92.3275553,,,113699.27,1303,0,8223,0.00,Transit
29,1303,2017-03-04,1488607536,0,3.30,Motion Stop,0.7,38.9501148,-92.3275438,,,113699.28,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607548,3.7,2.11,Motion Start,0.7,38.9501747,-92.3275709,,,113699.28,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607551,0,6.09,Motion Stop,0.7,38.9502382,-92.3275721,,,113699.29,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607552,3.8,1.10,Motion Start,0.7,38.9502686,-92.3275786,,,113699.29,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607555,0,358.36,Motion Stop,0.7,38.9503129,-92.3275824,,,113699.29,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607559,5.6,301.89,Motion Start,0.7,38.9503393,-92.3276303,,,113699.29,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607579,0,277.19,Motion Stop,0.7,38.9504771,-92.3283105,,,113699.33,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607599,6.2,321.81,Motion Start,0.7,38.9505164,-92.3283949,,,113699.34,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607618,0,6.22,Motion Stop,0.8,38.951068,-92.3286263,,,113699.38,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607639,6.2,8.15,Motion Start,0.8,38.9511265,-92.3286412,,,113699.38,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607657,11.2,82.99,Standard,0.8,38.9515154,-92.3280801,,,113699.43,1303,0,8223,0.00,Transit
29,1303,2017-03-04,1488607667,0,86.21,Motion Stop,0.8,38.9515251,-92.3276901,,,113699.46,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607670,4.4,83.17,Motion Start,0,38.9421925,-92.3264177,,,46707.25,1938,0,9247,0.00,Transit
29,1303,2017-03-04,1488607674,5.6,82.03,Motion Start,0.8,38.9515322,-92.3276375,,,113699.46,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607688,14.9,3.73,Standard,0.1,38.942501,-92.325745,,,46707.3,1938,0,8223,0.00,Transit
29,1303,2017-03-04,1488607694,0,346.05,Motion Stop,0.9,38.9519329,-92.3275218,,,113699.49,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607713,20.8,357.83,Standard,0.2,38.9445409,-92.3256307,,,46707.44,1938,0,8223,0.00,Transit
199,1806,2017-03-04,1488607715,9.4,84.78,Motion Start,0,38.9422735,-92.3265069,,,3519.13,,31,9247,0.00,Transit
44,1938,2017-03-04,1488607731,7.4,27.54,Standard,0.2,38.9451965,-92.3254992,,,46707.49,1938,0,8223,0.00,Transit
199,1806,2017-03-04,1488607733,27.6,91.51,Standard,0.1,38.9422534,-92.3247124,,,3519.23,,4,8223,0.00,Transit
29,1303,2017-03-04,1488607747,5.5,348.90,Motion Start,0.9,38.9519775,-92.3275147,,,113699.49,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607749,6.9,357.40,Standard,0.3,38.94604,-92.325521,,,46707.55,1938,0,8223,0.00,Transit
199,1806,2017-03-04,1488607751,9.7,91.02,Standard,0.2,38.9422154,-92.3224397,,,3519.35,,-6,8223,0.00,Transit
199,1806,2017-03-04,1488607756,0,92.24,Motion Stop,0.2,38.9422085,-92.3223148,,,3519.36,,-7,9247,0.00,Transit
44,1938,2017-03-04,1488607758,0,357.77,Motion Stop,0.3,38.9462092,-92.325492,,,46707.56,1938,0,9247,0.00,Transit
29,1303,2017-03-04,1488607760,0,1.20,Motion Stop,0.9,38.9523391,-92.3275442,,,113699.52,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607774,5.9,349.54,Motion Start,0.3,38.9462623,-92.3255406,,,46707.56,1938,0,9247,0.00,Transit
29,1303,2017-03-04,1488607779,6.5,27.10,Motion Start,0.9,38.9523768,-92.3275191,,,113699.52,1303,0,9247,0.00,Transit
199,1806,2017-03-04,1488607781,6,90.69,Motion Start,0.2,38.9421946,-92.3222669,,,3519.36,,16,9247,0.00,Transit
44,1938,2017-03-04,1488607792,15.9,2.60,Standard,0.4,38.9473651,-92.3255745,,,46707.64,1938,0,8223,0.00,Transit
29,1303,2017-03-04,1488607797,4.7,89.53,Standard,1,38.9524855,-92.3265771,,,113699.57,1303,0,8223,0.00,Transit
29,1303,2017-03-04,1488607799,0,88.37,Motion Stop,1,38.9524907,-92.3265453,,,113699.57,1303,0,9247,0.00,Transit
199,1806,2017-03-04,1488607799,29.4,177.28,Standard,0.3,38.9409547,-92.321979,,,3519.46,,6,8223,0.00,Transit
29,1303,2017-03-04,1488607800,4.9,96.27,Motion Start,1,38.9524907,-92.3265213,,,113699.57,1303,0,9247,0.00,Transit
199,1806,2017-03-04,1488607817,9.5,179.83,Standard,0.4,38.9390102,-92.3219784,,,3519.58,,-12,8223,0.00,Transit
29,1303,2017-03-04,1488607818,8.7,178.15,Standard,1,38.9517823,-92.3264944,,,113699.63,1303,0,8223,0.00,Transit
44,1938,2017-03-04,1488607821,8.4,358.37,Standard,0.5,38.9490642,-92.3255214,,,46707.76,1938,0,8223,0.00,Transit
29,1303,2017-03-04,1488607824,0,160.62,Motion Stop,1,38.9516768,-92.3264538,,,113699.63,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607828,0,1.59,Motion Stop,0.5,38.9491843,-92.3255352,,,46707.76,1938,0,9247,0.00,Transit
44,1938,2017-03-04,1488607830,2,6.17,Motion Start,0.5,38.9492053,-92.3255561,,,46707.76,1938,0,9247,0.00,Transit
44,1938,2017-03-04,1488607831,0,6.17,Motion Stop,0.5,38.9492163,-92.3255634,,,46707.76,1938,0,9247,0.00,Transit
199,1806,2017-03-04,1488607835,29,99.99,Standard,0.5,38.9388393,-92.3203587,,,3519.68,,2,8223,0.00,Transit
44,1938,2017-03-04,1488607837,5.1,19.00,Motion Start,0.5,38.9492886,-92.3256271,,,46707.78,1938,0,9247,0.00,Transit
29,1303,2017-03-04,1488607842,6.9,122.37,Motion Start,1,38.9516384,-92.3264115,,,113699.63,1303,0,9247,0.00,Transit
199,1806,2017-03-04,1488607853,35.5,160.53,Standard,0.7,38.937223,-92.3184722,,,3519.84,,4,8223,0.00,Transit
44,1938,2017-03-04,1488607855,19,104.82,Standard,0.6,38.9493349,-92.324259,,,46707.85,1938,0,8223,0.00,Transit
29,1303,2017-03-04,1488607860,0,87.33,Motion Stop,1.1,38.951568,-92.3258608,,,113699.67,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607868,6.2,86.37,Motion Start,1.1,38.9515652,-92.3257978,,,113699.67,1303,0,9247,0.00,Transit
199,1806,2017-03-04,1488607871,12,130.19,Standard,0.9,38.9353418,-92.317277,,,3519.99,,-14,8223,0.00,Transit
44,1938,2017-03-04,1488607873,8.5,86.23,Standard,0.7,38.9494075,-92.3223462,,,46707.95,1938,0,8223,0.00,Transit
199,1806,2017-03-04,1488607875,0,125.32,Motion Stop,0.9,38.9353183,-92.3172166,,,3519.99,,-12,9247,0.00,Transit
44,1938,2017-03-04,1488607877,0,90.23,Motion Stop,0.7,38.9494092,-92.3222772,,,46707.95,1938,0,9247,0.00,Transit
29,1303,2017-03-04,1488607878,0,184.72,Motion Stop,1.1,38.9514565,-92.3255946,,,113699.68,1303,0,9247,0.00,Transit
29,1303,2017-03-04,1488607885,8.3,182.62,Motion Start,1.1,38.9514029,-92.3256114,,,113699.69,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607899,4.1,90.23,Motion Start,0.7,38.9494201,-92.322232,,,46707.95,1938,0,9247,0.00,Transit
199,1806,2017-03-04,1488607901,6.7,114.88,Motion Start,0.9,38.935291,-92.3171549,,,3520,,28,9247,0.00,Transit
44,1938,2017-03-04,1488607906,0,78.89,Motion Stop,0.7,38.9494578,-92.3220789,,,46707.97,1938,0,9247,0.00,Transit
29,1303,2017-03-04,1488607906,0,183.54,Motion Stop,1.1,38.9506398,-92.3256444,,,113699.74,1303,0,9247,0.00,Transit
44,1938,2017-03-04,1488607909,8.5,47.47,Motion Start,0.7,38.9494935,-92.3220126,,,46707.97,1938,0,9247,0.00,Transit
199,1806,2017-03-04,1488607919,28.7,8.27,Standard,1,38.9362125,-92.3165344,,,3520.09,,7,8223,0.00,Transit
44,1938,2017-03-04,1488607927,22,1.63,Standard,0.8,38.9508363,-92.3218239,,,46708.06,1938,0,8223,0.00,Transit
29,1303,2017-03-04,1488607927,8.4,180.47,Motion Start,1.1,38.95056,-92.3256379,,,113699.75,1303,0,9247,0.00,Transit
199,1806,2017-03-04,1488607937,23.3,317.13,Standard,1.1,38.9377754,-92.3165935,,,3520.2,,8,8223,0.00,Transit
29,1303,2017-03-04,1488607950,0,176.61,Motion Stop,1.2,38.9496994,-92.3256343,,,113699.8,1303,0,9247,0.00,Transit
199,1806,2017-03-04,1488607955,27.1,343.55,Standard,1.2,38.9393276,-92.3182174,,,3520.34,,-3,8223,0.00,Transit
44,1938,2017-03-04,1488607955,30.4,1.51,Standard,1,38.953859,-92.3216908,,,46708.28,1938,0,8223,0.00,Transit
29,1303,2017-03-04,1488607967,7.2,197.52,Motion Start,1.2,38.949636,-92.3256532,,,113699.81,1303,0,9247,0.00,Transit
