Asset ID,Asset No.,Date,Time(CDT),Speed(MPH),Heading,Log Reason,Distance Traveled(Miles),Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),Status Mask,Fuel Counter(Gallon),Location
25,1661,2017-02-26,1488088844,7,90.96,Motion Start,0,38.9421733,-92.3221678,,,87313.83,1661,0,9247,0.00,Transit
25,1661,2017-02-26,1488088862,27.8,1.08,Standard,0.1,38.9433958,-92.3219927,,,87313.92,1661,0,8223,0.00,Transit
25,1661,2017-02-26,1488088881,26.1,6.42,Standard,0.2,38.9455569,-92.321961,,,87314.07,1661,0,8223,0.00,Transit
25,1661,2017-02-26,1488088892,0,356.56,Motion Stop,0.3,38.9462203,-92.3219494,,,87314.11,1661,0,9247,0.00,Transit
25,1661,2017-02-26,1488088913,6.1,358.06,Motion Start,0.3,38.9462568,-92.3219589,,,87314.12,1661,0,9247,0.00,Transit
196,1801,2017-02-26,1488088935,6.4,14.27,Motion Start,0,38.9423761,-92.3264592,,,1618.28,,14,9247,0.00,Transit
25,1661,2017-02-26,1488088938,29.2,0.79,Standard,0.5,38.9490246,-92.3219041,,,87314.31,1661,0,8223,0.00,Transit
196,1801,2017-02-26,1488088953,13,19.38,Standard,0.1,38.9433068,-92.3258922,,,1618.35,,-2,8223,0.00,Transit
25,1661,2017-02-26,1488088956,13.8,359.39,Standard,0.6,38.950933,-92.3218278,,,87314.44,1661,0,8223,0.00,Transit
196,1801,2017-02-26,1488088968,0,23.37,Motion Stop,0.1,38.943068,-92.3260039,,,1618.36,,-2,9247,0.00,Transit
25,1661,2017-02-26,1488088987,24.8,0.82,Standard,0.8,38.9532769,-92.3216785,,,87314.6,1661,0,8223,0.00,Transit
196,1801,2017-02-26,1488088994,3.7,129.53,Motion Start,0.1,38.942346,-92.3260219,,,1618.41,,0,9247,0.00,Transit
196,1801,2017-02-26,1488089001,0,168.45,Motion Stop,0.1,38.9422647,-92.3260632,,,1618.41,,-3,9247,0.00,Transit
25,1661,2017-02-26,1488089014,18,359.41,Standard,1,38.9565015,-92.3215178,,,87314.82,1661,0,8223,0.00,Transit
196,1801,2017-02-26,1488089017,7.9,83.17,Motion Start,0.1,38.9422779,-92.3260528,,,1618.41,,30,9247,0.00,Transit
25,1661,2017-02-26,1488089032,31.1,4.94,Standard,1.1,38.9585175,-92.32133,,,87314.96,1661,0,8223,0.00,Transit
196,1801,2017-02-26,1488089035,7.4,98.83,Standard,0.2,38.9421319,-92.3253536,,,1618.45,,-3,8223,0.00,Transit
196,1801,2017-02-26,1488089053,17.9,181.02,Standard,0.3,38.9408918,-92.3254518,,,1618.53,,0,8223,0.00,Transit
25,1661,2017-02-26,1488089070,23.7,0.92,Standard,1.5,38.963228,-92.3211527,,,87315.29,1661,0,8223,0.00,Transit
196,1801,2017-02-26,1488089082,16.4,172.31,Standard,0.4,38.938691,-92.3254701,,,1618.69,,-5,8223,0.00,Transit
25,1661,2017-02-26,1488089082,0,2.42,Motion Stop,1.5,38.9638673,-92.3211343,,,87315.33,1661,0,9247,0.00,Transit
25,1661,2017-02-26,1488089084,7.7,19.01,Motion Start,1.5,38.9639147,-92.3211192,,,87315.34,1661,0,9247,0.00,Transit
196,1801,2017-02-26,1488089100,11.1,221.11,Standard,0.5,38.9381518,-92.3252491,,,1618.74,,7,8223,0.00,Transit
