Asset ID,Asset No.,Date,Time(CDT),Speed(MPH),Heading,Log Reason,Distance Traveled(Miles),Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),Status Mask,Fuel Counter(Gallon),Location
167,1960,2017-03-27,1490613280,30.6,36.45,Standard,0,38.9676941,-92.3077419,,,33480.5,,-11,8223,0.00,Solid Waste - Grissum
137,1222,2017-03-27,1490613284,9.7,91.07,Standard,0,38.9521399,-92.3243318,,,6508,,0,8223,0.00,Parking - 5th & Walnut
187,1697,2017-03-27,1490613285,0,81.84,Standard,0,38.9670986,-92.3192984,Grissum Complex,,10444.01,,0,8223,0.00,Street Sweepers - Grissum
21,1302,2017-03-27,1490613285,7.6,270.46,Motion Start,0,38.964073,-92.3246589,,,1255.69,1302,0,9247,0.00,Transit
127,1964,2017-03-27,1490613287,7.8,177.79,Standard,0,38.9481643,-92.2997616,,,13552.31,,-7,8223,0.00,Solid Waste - Grissum
10,1893,2017-03-27,1490613288,13.9,171.08,Standard,0,38.9659573,-92.3192406,Grissum Complex,,86462.02,1893,0,8223,0.00,Transit
167,1960,2017-03-27,1490613290,0,34.87,Motion Stop,0,38.9681011,-92.3073716,,,33480.53,,-6,9247,0.00,Solid Waste - Grissum
115,1812,2017-03-27,1490613291,17,269.59,Standard,0,38.9474583,-92.3272502,,,7337.96,,1,8223,0.00,Solid Waste - Grissum
237,AUTO 8796028,2017-03-27,1490613291,59.4,151.34,Standard,0,39.106634,-92.658685,,,967.78,,-3,8223,0.00,UNKNOWN
53,1317,2017-03-27,1490613294,13.8,183.38,Standard,0,38.9649279,-92.3223917,,,72361.05,,0,8223,0.00,Transit
187,1697,2017-03-27,1490613295,0,81.84,Standard,0,38.9670986,-92.3192984,Grissum Complex,,10444.01,,0,8223,0.00,Street Sweepers - Grissum
167,1960,2017-03-27,1490613295,7.9,38.17,Motion Start,0,38.9681299,-92.3073215,,,33480.53,,24,9247,0.00,Solid Waste - Grissum
127,1964,2017-03-27,1490613297,0,214.74,Motion Stop,0,38.9479664,-92.2998218,,,13552.33,,-7,9247,0.00,Solid Waste - Grissum
115,1812,2017-03-27,1490613303,0,6.07,Motion Stop,0,38.9475806,-92.3275599,,,7337.98,,-12,9247,0.00,Solid Waste - Grissum
137,1222,2017-03-27,1490613304,9.1,275.99,Standard,0,38.9521089,-92.3241166,,,6508.04,,5,8223,0.00,Parking - 5th & Walnut
187,1697,2017-03-27,1490613305,0,81.84,Standard,0,38.9670986,-92.3192984,Grissum Complex,,10444.01,,0,8223,0.00,Street Sweepers - Grissum
10,1893,2017-03-27,1490613306,11.8,161.05,Standard,0.1,38.9650485,-92.3188828,,,86462.08,1893,0,8223,0.00,Transit
53,1317,2017-03-27,1490613307,0,186.58,Motion Stop,0.1,38.9641483,-92.3224318,,,72361.1,,0,9247,0.00,Transit
53,1317,2017-03-27,1490613312,8.2,214.64,Motion Start,0.1,38.9641157,-92.3224601,,,72361.1,,0,9247,0.00,Transit
141,1942,2017-03-27,1490613313,3.9,97.58,Motion Start,0,38.964706,-92.3090486,,,16326.74,,26,9247,0.00,Solid Waste - Grissum
187,1697,2017-03-27,1490613315,0,81.84,Standard,0,38.9670986,-92.3192984,Grissum Complex,,10444.01,,0,8223,0.00,Street Sweepers - Grissum
137,1222,2017-03-27,1490613322,10.2,85.74,Standard,0.1,38.952339,-92.3242177,,,6508.08,,2,8223,0.00,Parking - 5th & Walnut
10,1893,2017-03-27,1490613324,0,209.08,Motion Stop,0.1,38.9648603,-92.3193386,,,86462.13,1893,0,9247,0.00,Transit
187,1697,2017-03-27,1490613325,0,81.84,Standard,0,38.9670986,-92.3192984,Grissum Complex,,10444.01,,0,8223,0.00,Street Sweepers - Grissum
53,1317,2017-03-27,1490613330,4.7,270.86,Standard,0.2,38.9640634,-92.3244216,,,72361.22,,0,8223,0.00,Transit
53,1317,2017-03-27,1490613332,0,272.10,Motion Stop,0.2,38.9640619,-92.3244404,,,72361.22,,0,9247,0.00,Transit
137,1222,2017-03-27,1490613332,0,114.59,Motion Stop,0.1,38.9523199,-92.3238621,,,6508.09,,-5,9247,0.00,Parking - 5th & Walnut
237,AUTO 8796028,2017-03-27,1490613335,59.7,145.80,Standard,0.7,39.0975676,-92.6519201,,,968.5,,0,8223,0.00,UNKNOWN
10,1893,2017-03-27,1490613335,7.8,269.90,Motion Start,0.1,38.9649811,-92.3195575,,,86462.14,1893,0,9247,0.00,Transit
187,1697,2017-03-27,1490613335,0,81.84,Standard,0,38.9670986,-92.3192984,Grissum Complex,,10444.01,,0,8223,0.00,Street Sweepers - Grissum
