1658,1460397918,181.20,5.7,on
1697,1460397914,321.40,5.7,on
1658,1460397918,181.20,5.7,on
1697,1460397914,321.40,5.7,on
1658,1460397918,181.20,5.7,on
1697,1460397914,321.40,5.7,on
1658,1460397918,181.20,5.7,on
1697,1460397914,321.40,5.7,on
1658,1460397918,181.20,5.7,on
1697,1460397924,326.30,5.9,on
1658,1460397918,181.20,5.7,on
1697,1460397924,326.30,5.9,on
1658,1460397918,181.20,5.7,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397924,326.30,5.9,on
1658,1460397928,178.00,6.2,on
1697,1460397934,329.80,5.8,on
1658,1460397928,178.00,6.2,on
1697,1460397934,329.80,5.8,on
1658,1460397928,178.00,6.2,on
1697,1460397934,329.80,5.8,on
1658,1460397938,176.90,6.6,on
1697,1460397934,329.80,5.8,on
1658,1460397938,176.90,6.6,on
1697,1460397934,329.80,5.8,on
1658,1460397938,176.90,6.6,on
1697,1460397934,329.80,5.8,on
1658,1460397938,176.90,6.6,on
1697,1460397934,329.80,5.8,on
1658,1460397938,176.90,6.6,on
1697,1460397934,329.80,5.8,on
1658,1460397938,176.90,6.6,on
1697,1460397934,329.80,5.8,on
1658,1460397938,176.90,6.6,on
1697,1460397944,326.20,6,on
1658,1460397938,176.90,6.6,on
1697,1460397944,326.20,6,on
1658,1460397938,176.90,6.6,on
1697,1460397944,326.20,6,on
1658,1460397948,185.40,6.8,on
1697,1460397944,326.20,6,on
1658,1460397948,185.40,6.8,on
1697,1460397944,326.20,6,on
1658,1460397948,185.40,6.8,on
1697,1460397944,326.20,6,on
1658,1460397948,185.40,6.8,on
1697,1460397944,326.20,6,on
1658,1460397948,185.40,6.8,on
1697,1460397944,326.20,6,on
1658,1460397948,185.40,6.8,on
1697,1460397954,326.00,6.3,on
1658,1460397948,185.40,6.8,on
1697,1460397954,326.00,6.3,on
1658,1460397948,185.40,6.8,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397954,326.00,6.3,on
1658,1460397958,238.60,7.3,on
1697,1460397964,326.10,6,on
1658,1460397958,238.60,7.3,on
1697,1460397964,326.10,6,on
1658,1460397958,238.60,7.3,on
1697,1460397964,326.10,6,on
1658,1460397968,273.80,7.6,on
1697,1460397964,326.10,6,on
1658,1460397968,273.80,7.6,on
1697,1460397964,326.10,6,on
1658,1460397968,273.80,7.6,on
1697,1460397964,326.10,6,on
1658,1460397968,273.80,7.6,on
1697,1460397964,326.10,6,on
1658,1460397968,273.80,7.6,on
1697,1460397964,326.10,6,on
1658,1460397968,273.80,7.6,on
1697,1460397964,326.10,6,on
1658,1460397968,273.80,7.6,on
1697,1460397974,348.80,5.4,on
1658,1460397968,273.80,7.6,on
1697,1460397974,348.80,5.4,on
1658,1460397968,273.80,7.6,on
1697,1460397974,348.80,5.4,on
1658,1460397968,273.80,7.6,on
1697,1460397974,348.80,5.4,on
1658,1460397978,260.50,5.6,on
1697,1460397974,348.80,5.4,on
1658,1460397978,260.50,5.6,on
1697,1460397974,348.80,5.4,on
1658,1460397978,260.50,5.6,on
1697,1460397974,348.80,5.4,on
1658,1460397978,260.50,5.6,on
1697,1460397974,348.80,5.4,on
1658,1460397978,260.50,5.6,on
1697,1460397984,43.40,6.1,on
1658,1460397978,260.50,5.6,on
1697,1460397984,43.40,6.1,on
1658,1460397978,260.50,5.6,on
1697,1460397984,43.40,6.1,on
1658,1460397978,260.50,5.6,on
1697,1460397984,43.40,6.1,on
1658,1460397988,349.80,6.5,on
1697,1460397984,43.40,6.1,on
1658,1460397988,349.80,6.5,on
1697,1460397984,43.40,6.1,on
1658,1460397988,349.80,6.5,on
1697,1460397984,43.40,6.1,on
1658,1460397988,349.80,6.5,on
1697,1460397984,43.40,6.1,on
1658,1460397988,349.80,6.5,on
1697,1460397984,43.40,6.1,on
1658,1460397988,349.80,6.5,on
1697,1460397994,57.20,5.4,on
1658,1460397988,349.80,6.5,on
1697,1460397994,57.20,5.4,on
1658,1460397988,349.80,6.5,on
1697,1460397994,57.20,5.4,on
1658,1460397988,349.80,6.5,on
1697,1460397994,57.20,5.4,on
1658,1460397998,347.50,6.2,on
1697,1460397994,57.20,5.4,on
1658,1460397998,347.50,6.2,on
1697,1460397994,57.20,5.4,on
