1658,1460563299,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563309,259.70,0,on
1658,1460563319,259.70,0,on
1658,1460563319,259.70,0,on
1658,1460563319,259.70,0,on
1658,1460563319,259.70,0,on
1658,1460563319,259.70,0,on
1658,1460563319,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563325,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563335,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563345,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563355,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563365,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563375,259.70,0,on
1658,1460563385,259.70,0,on
1658,1460563385,259.70,0,on
1658,1460563385,259.70,0,on
1658,1460563385,259.70,0,on
1658,1460563385,259.70,0,on
1658,1460563385,259.70,0,on
1658,1460563395,259.70,0,on
1658,1460563395,259.70,0,on
1658,1460563395,259.70,0,on
1658,1460563395,259.70,0,on
1658,1460563395,259.70,0,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563400,277.90,4.4,on
1658,1460563410,258.70,5.9,on
1658,1460563410,258.70,5.9,on
1658,1460563410,258.70,5.9,on
1658,1460563410,258.70,5.9,on
1658,1460563410,258.70,5.9,on
1658,1460563410,258.70,5.9,on
1658,1460563410,258.70,5.9,on
1658,1460563410,258.70,5.9,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563420,281.50,4.1,on
1658,1460563430,293.40,3.9,on
1658,1460563430,293.40,3.9,on
1658,1460563430,293.40,3.9,on
1658,1460563430,293.40,3.9,on
1658,1460563430,293.40,3.9,on
1658,1460563435,10.10,0,on
1658,1460563435,10.10,0,on
1658,1460563438,0.10,4.1,on
1658,1460563438,0.10,4.1,on
1658,1460563438,0.10,4.1,on
1658,1460563438,0.10,4.1,on
1658,1460563438,0.10,4.1,on
