time,long,lat,speed,heading,odometer,power
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122014,-92.3540746,38.9088147,0.0,181.7,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122032,-92.3540778,38.9088087,5.9,184.2,37434700.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
1455122111,-92.3558549,38.9014094,11.8,180.1,37435600.0,on
